ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,external_gene_name,description,gene_biotype
ENSG00000004866,34.15797502425467,0.2707876507612681,0.3067190344223523,0.18194525189179508,0.3588474941071334,ST7,suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351],protein_coding
ENSG00000004897,493.6986258901824,-0.19786364276895901,0.11337483111929966,0.06461275527576146,0.16778139019909677,CDC27,cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728],protein_coding
ENSG00000004961,147.69250644577116,-0.22664493881169814,0.23643876931883898,0.21700501243730666,0.40311421817275844,HCCS,holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837],protein_coding
ENSG00000004975,124.2815436708235,0.2643094091298648,0.23209085764111567,0.1514748041937177,0.3145322535068145,DVL2,dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086],protein_coding
ENSG00000005007,39.633878156638104,-0.17309798449044295,0.4259870940319734,NA,NA,UPF1,UPF1 RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962],protein_coding
ENSG00000005020,357.0523397324068,0.03106627746525839,0.13421979466045483,0.803040131542825,0.9013895290888208,SKAP2,src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687],protein_coding
ENSG00000005022,1956.9704046680845,0.11037041148670484,0.064136230648606,0.08008126441197815,0.19734632579959982,SLC25A5,solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991],protein_coding
ENSG00000005059,152.59069428806305,-0.18798527277198945,0.1465357181521811,0.15832778407671896,0.3248128725652924,MCUB,mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076],protein_coding
ENSG00000005073,30.008019698550896,-0.10800449871140579,0.2627861338025084,0.5560398541806753,0.7324973783228212,HOXA11,homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101],protein_coding
ENSG00000005075,189.45025328340913,-0.22097386354925125,0.14243497819641252,0.09024406295430776,0.21544753768370772,POLR2J,RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197],protein_coding
ENSG00000005100,260.5500429656942,0.1340405953183579,0.12447322100244275,0.2503939627742777,0.4431266790835519,DHX33,DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718],protein_coding
ENSG00000005108,20.60406067063197,-0.3977944045247164,0.41810908442131944,0.08109979460994593,0.19912201967330176,THSD7A,thrombospondin type 1 domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207],protein_coding
ENSG00000005156,127.57582926589917,-0.5635624016685593,0.19150685100339174,8.491548958231956e-4,0.004616735319703755,LIG3,DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600],protein_coding
ENSG00000005175,258.1222189321502,-0.33676918164462066,0.1414384940369309,0.009497694484795323,0.03642204696389823,RPAP3,RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151],protein_coding
ENSG00000005187,6.39576241797901,0.02462347899738503,0.33554713990281754,0.8453392024396011,0.9237964873423455,ACSM3,acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522],protein_coding
ENSG00000005189,7.0918604394786255,-0.09382677908340607,0.34566283799666747,0.473450140986156,0.6676693886555847,REXO5,RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661],protein_coding
ENSG00000005194,308.89232275927617,0.2748975576657391,0.15353882472253955,0.047941550591321165,0.13336070796827448,CIAPIN1,cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050],protein_coding
ENSG00000005206,91.94818201785675,0.02167969946432156,0.19159742463160517,0.8949946554656492,0.9492000885839919,SPPL2B,signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627],protein_coding
ENSG00000005238,84.8573087151612,0.7022759889718342,0.2764959352618567,0.001801569663294541,0.008915043697629459,FAM214B,family with sequence similarity 214 member B [Source:HGNC Symbol;Acc:HGNC:25666],protein_coding
ENSG00000005243,94.94857264226248,0.86737532502145,0.280761839201645,2.457359132458678e-4,0.001547300690941822,COPZ2,COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356],protein_coding
ENSG00000005249,22.25296150835702,-0.03855941566146552,0.31143888147583865,0.8049883077854197,0.9024240331950713,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392],protein_coding
ENSG00000005302,86.63537370675503,0.04165643420296931,0.19430353779748602,0.7993614009094737,0.8991645734761864,MSL3,MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370],protein_coding
ENSG00000005339,256.0477837064015,-0.10544307676644152,0.15520848114417382,0.4504792245005819,0.647118752479095,CREBBP,CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348],protein_coding
ENSG00000005379,38.79133337739761,-0.02007321768743451,0.2574590923176247,0.9092399512802214,0.9569198794755656,TSPOAP1,TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831],protein_coding
ENSG00000005436,176.93115360998988,-0.28048036960122363,0.15303161420041803,0.043012769381167305,0.12259413271826064,GCFC2,GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317],protein_coding
ENSG00000005448,164.27964042865827,-1.0760772345164384,0.15538095081778208,4.704637090081063e-13,1.1459631073620593e-11,WDR54,WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770],protein_coding
ENSG00000005469,31.79221862523585,-0.05290829573753483,0.3021610601716509,0.7486296130605065,0.868934991144841,CROT,carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366],protein_coding
ENSG00000005471,7.22007407757924,-1.3241350815866602,1.390813699587337,0.007905099250178502,0.031314787493619475,ABCB4,ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45],protein_coding
ENSG00000005483,252.65466400990667,0.2160407771722285,0.1827411673788528,0.1707699620427806,0.342520464126,KMT2E,lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541],protein_coding
ENSG00000005486,107.63864399232149,0.30775621743571924,0.2440985974555039,0.1053382848930605,0.24150498788877384,RHBDD2,rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082],protein_coding
ENSG00000005700,436.5458064760705,-0.036962112562903354,0.11505202811807144,0.7339118924650139,0.8599043899365195,IBTK,inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853],protein_coding
ENSG00000005801,115.08070200005557,-0.09359732978311075,0.19461821998224807,0.5673441875647739,0.7413773306300437,ZNF195,zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986],protein_coding
ENSG00000005812,193.62248840365373,-0.008192542998733647,0.17269183626171436,0.953731897042585,0.9794779014031946,FBXL3,F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599],protein_coding
ENSG00000005844,117.06483252315265,-0.25528049898823746,0.29030871169556566,0.19915463371374723,0.3807763911348627,ITGAL,integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148],protein_coding
ENSG00000005882,145.41376834775124,0.29347733732255216,0.1995618735403319,0.08121257391368175,0.19934988788587862,PDK2,pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810],protein_coding
ENSG00000005884,1120.180719378313,0.43428980581532634,0.08709123278570648,3.1609256822570306e-7,3.6392080701341244e-6,ITGA3,integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139],protein_coding
ENSG00000005889,126.06428036960979,-0.10083910822829197,0.17511252330126015,0.5087880940019373,0.6954741230970376,ZFX,zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869],protein_coding
ENSG00000005893,302.85223848885204,-0.0035719570538684186,0.11602690225035933,0.9738588787549584,0.987468233876536,LAMP2,lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501],protein_coding
ENSG00000006007,390.04806221814255,0.0018331815596698935,0.11298912488232771,0.9859446163318274,0.9929517535821197,GDE1,glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644],protein_coding
ENSG00000006015,191.63815231317713,0.01649450722008097,0.14032959261453812,0.8979904161526644,0.9503623697766613,REX1BD,required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098],protein_coding
ENSG00000006016,10.058118093763495,0.04627276305157262,0.3202515028291071,0.7619997298675594,0.8771663812510071,CRLF1,cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364],protein_coding
ENSG00000006025,84.98023418642356,1.2824736695031231,0.2558723509235857,4.703482572646191e-8,6.11094903986238e-7,OSBPL7,oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387],protein_coding
ENSG00000006042,308.75399062247976,0.061910296007103585,0.11399653649074531,0.5669663508961649,0.741135636441066,TMEM98,transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529],protein_coding
ENSG00000006062,419.62699573945105,-0.16317019131856594,0.10694127333117742,0.10911211669920422,0.2478647995369153,MAP3K14,mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853],protein_coding
ENSG00000006071,7.130232901109568,0.05493592847235568,0.3243073153354932,0.7108008324512508,0.8458507893136982,ABCC8,ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59],protein_coding
ENSG00000006118,203.0421807025409,-0.06568504658281936,0.15354539379171334,0.6355715631881003,0.7933085630901476,TMEM132A,transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092],protein_coding
ENSG00000006125,2116.894942848407,-0.22779740988282285,0.06841206535819602,6.907209797431863e-4,0.0038586345960987816,AP2B1,adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563],protein_coding
ENSG00000006194,162.60505902444487,0.53114357513172,0.21029088764131645,0.003214421778513828,0.014625714249780205,ZNF263,zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056],protein_coding
ENSG00000006210,8.777669654553327,-0.08917568733626371,0.34130742752829735,0.513213777477082,0.6984942672295006,CX3CL1,C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647],protein_coding
ENSG00000006282,171.61047896807202,0.36283903205372453,0.1700439091361745,0.016196026464281418,0.056665815332575774,SPATA20,spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125],protein_coding
ENSG00000006327,2500.784693458219,0.9129795853755092,0.050313763859085495,1.7444934530761896e-74,5.05903101392095e-72,TNFRSF12A,TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152],protein_coding
ENSG00000006432,187.51105687065674,-0.10247220740297228,0.16378551423767604,0.48147936023639953,0.6746592913513958,MAP3K9,mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861],protein_coding
ENSG00000006451,696.480284308882,-0.28322992387098817,0.07890569295986415,2.2824792064416545e-4,0.0014562766875470415,RALA,RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839],protein_coding
ENSG00000006453,47.377522602535834,-0.5278859715814502,0.31781650243831744,0.022034744779947164,0.0725212049823957,BAIAP2L1,BAR/IMD domain containing adaptor protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649],protein_coding
ENSG00000006459,22.646559879611512,0.04674619597585218,0.31141201090102555,0.7709766322779348,0.8828722126443047,KDM7A,lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224],protein_coding
ENSG00000006468,274.1225334717049,-0.5793104856499993,0.14037526717601306,1.0267618775647635e-5,8.992210859356362e-5,ETV1,ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490],protein_coding
ENSG00000006530,48.816080340336505,-0.02520300705180594,0.2264580461235322,0.8832035484930769,0.9425822610851372,AGK,acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869],protein_coding
ENSG00000006534,120.68017832191997,0.728503325016603,0.21640512781481072,1.3136219199497864e-4,8.961548561752426e-4,ALDH3B1,aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410],protein_coding
ENSG00000006576,44.16647282883934,-0.11450289645417967,0.2536093147765463,0.5327462644292038,0.7133295656657255,PHTF2,putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411],protein_coding
ENSG00000006607,147.03922590621522,-0.3300608051379214,0.16304778850025428,0.02330023083771796,0.07580959948681733,FARP2,"FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]",protein_coding
ENSG00000006611,21.490236244150083,0.20016962801908603,0.3289754673783704,0.2890640616592631,0.48764291819809835,USH1C,USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597],protein_coding
ENSG00000006625,935.7785674135602,-0.17044374567818568,0.07189132882214337,0.015501416218364806,0.054646047540428226,GGCT,gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705],protein_coding
ENSG00000006634,90.37381470005562,-1.076738331466844,0.23976221537756723,7.339900035323363e-7,7.927917325574144e-6,DBF4,DBF4 zinc finger [Source:HGNC Symbol;Acc:HGNC:17364],protein_coding
ENSG00000006638,26.83534890105199,0.0077138739693756045,0.28513954865395313,0.9674945399582764,0.9849265587275431,TBXA2R,thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608],protein_coding
ENSG00000006652,67.32460201323664,0.1890322816518932,0.25174693489330674,0.31267663366742077,0.514488797716332,IFRD1,interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456],protein_coding
ENSG00000006695,84.3815994255446,0.5549388307748024,0.2422318314426352,0.005504215171203518,0.023083161577461958,COX10,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:HGNC Symbol;Acc:HGNC:2260],protein_coding
ENSG00000006704,358.45666180009397,-0.025055737306440486,0.10667055096971635,0.804139697769575,0.9017874355831331,GTF2IRD1,GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661],protein_coding
ENSG00000006712,303.5449988826557,-0.14580498523916907,0.11660224723898638,0.18540202339152673,0.36363255779740294,PAF1,"PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]",protein_coding
ENSG00000006715,310.66067177819724,0.47826895066604724,0.13295200455035502,1.1712375264035756e-4,8.108973324695025e-4,VPS41,VPS41 subunit of HOPS complex [Source:HGNC Symbol;Acc:HGNC:12713],protein_coding
ENSG00000006740,15.784508467158382,-0.05820139122390995,0.3213823360732199,0.6961290081985579,0.8367752561424101,ARHGAP44,Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096],protein_coding
ENSG00000006744,263.5372809052396,-0.12241430350819053,0.11676796302227517,0.2670094348078149,0.4617388628483478,ELAC2,elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198],protein_coding
ENSG00000006747,8.390879338804607,-0.07107024712805513,0.3296437225704689,0.623738460264913,0.7851646301614834,SCIN,scinderin [Source:HGNC Symbol;Acc:HGNC:21695],protein_coding
ENSG00000006756,77.78358357891764,0.19223589261148005,0.222878096578189,0.28091133587632927,0.47808739147593626,ARSD,arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717],protein_coding
ENSG00000006757,52.07242999494284,-0.15273047338263293,0.2607990442621523,0.4115906470308883,0.6138315781937467,PNPLA4,patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887],protein_coding
ENSG00000006831,348.17354990220133,-0.35996813010953155,0.12629289569536012,0.00223043956156402,0.010686364108865021,ADIPOR2,adiponectin receptor 2 [Source:HGNC Symbol;Acc:HGNC:24041],protein_coding
ENSG00000006837,32.472019043989135,1.3595131494568757,0.4493889981671336,1.6379538549458696e-4,0.0010865494497418221,CDKL3,cyclin dependent kinase like 3 [Source:HGNC Symbol;Acc:HGNC:15483],protein_coding
ENSG00000007038,122.11439703058517,0.681827924611191,0.19970819155671318,1.220291879400418e-4,8.391895385406902e-4,PRSS21,serine protease 21 [Source:HGNC Symbol;Acc:HGNC:9485],protein_coding
ENSG00000007047,307.6292242932669,0.03901643692986488,0.11592927027233259,0.7229486938728873,0.8533992389233511,MARK4,microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538],protein_coding
ENSG00000007080,451.37531567830524,0.21788841600782416,0.10611036614735479,0.0312619915884588,0.09556420260831577,CCDC124,coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171],protein_coding
ENSG00000007168,460.53901474577475,-0.22313480658484722,0.10975813910149057,0.0322131972792049,0.09782395413080609,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574],protein_coding
ENSG00000007174,22.58934886841486,0.13235071293321093,0.30030086943657225,0.4669226970391928,0.6618039333725926,DNAH9,dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953],protein_coding
ENSG00000007202,483.3704343556116,0.012779450668942418,0.11769246744287312,0.9128220627244175,0.9580832757616169,KIAA0100,KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960],protein_coding
