ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,external_gene_name,description,gene_biotype
ENSG00000005206,95.5911859432634,-1.075825585259021,0.20576507873416708,1.680741501629031e-8,2.430110778874682e-7,SPPL2B,signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627],protein_coding
ENSG00000005238,48.69357897925952,0.2836708793484518,0.25967022006708024,0.13352397312539824,0.24618306162404338,FAM214B,family with sequence similarity 214 member B [Source:HGNC Symbol;Acc:HGNC:25666],protein_coding
ENSG00000005243,70.69262541138484,-0.20673842158827826,0.19848533117287018,0.2036322127401565,0.3371112732420227,COPZ2,COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356],protein_coding
ENSG00000005249,25.645937615838832,0.09177389558973166,0.23519909278258416,0.5936053458791375,0.7218549875948711,PRKAR2B,protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392],protein_coding
ENSG00000005302,75.04002182631271,0.18602040272715167,0.1781382539763885,0.22163475719460798,0.3588333083260883,MSL3,MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370],protein_coding
ENSG00000005339,159.31707604508563,0.23229704127491654,0.14252430949570902,0.07264874620232302,0.15379531533043142,CREBBP,CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348],protein_coding
ENSG00000005379,37.2446648868517,-0.3415090572243461,0.2939018213125857,0.0916347020172403,0.18456818107393377,TSPOAP1,TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831],protein_coding
ENSG00000005436,132.1554912750132,-0.34908176166900595,0.14886553267595373,0.009508805990121253,0.029214070528465978,GCFC2,GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317],protein_coding
ENSG00000005448,164.5289513297854,-0.7946323891130672,0.1293541160179977,1.115228274306349e-10,2.331112135670699e-9,WDR54,WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770],protein_coding
ENSG00000005469,20.297540291812275,0.01541625032300446,0.2543970896859198,0.9357926435832735,0.9607294994640353,CROT,carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366],protein_coding
ENSG00000005483,173.5004853878921,0.43746448702980095,0.15862806131818494,0.002093376651179029,0.008310629090011406,KMT2E,lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541],protein_coding
ENSG00000005486,74.56884222966688,0.05711303186538665,0.17137128588861006,0.6993657784824414,0.803441721812357,RHBDD2,rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082],protein_coding
ENSG00000005700,241.1441223862594,-0.13896436478786564,0.11526176368867247,0.19478802668553458,0.3262674512519483,IBTK,inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853],protein_coding
ENSG00000005801,90.97602043730797,0.24499854115021819,0.17282706319723665,0.10138519586278123,0.20003396982275218,ZNF195,zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986],protein_coding
ENSG00000005812,169.4147685337392,0.133187445889555,0.12407780299640442,0.24921339043821253,0.3916242037810576,FBXL3,F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599],protein_coding
ENSG00000005882,102.63141047371845,0.16376536893775792,0.16355344262916438,0.24706624432575014,0.38907952906516313,PDK2,pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810],protein_coding
ENSG00000005884,1212.32982422861,0.3251727690897937,0.07174972656479174,3.3942640546147444e-6,3.0504083210600226e-5,ITGA3,integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139],protein_coding
ENSG00000005889,100.64383182287379,0.35820754171789343,0.18494132262268378,0.02418050423928148,0.06354727816248205,ZFX,zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869],protein_coding
ENSG00000005893,275.47246587991737,0.09293761896823927,0.11056515098447782,0.36498274610268927,0.5171412271525381,LAMP2,lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501],protein_coding
ENSG00000006007,289.333242420251,-0.039151863349169716,0.10871218109908282,0.6968594905083259,0.8011955393464057,GDE1,glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644],protein_coding
ENSG00000006015,217.03116341717862,-1.43727295076883,0.1445688967236473,1.3461988893358763e-24,1.2672670839539526e-22,REX1BD,required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098],protein_coding
ENSG00000006025,72.19076950356278,0.6452616781565245,0.23581781147868947,9.82382733942533e-4,0.004388691728794143,OSBPL7,oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387],protein_coding
ENSG00000006042,383.0926989010634,0.01680549742376112,0.09777382191787136,0.8583665987198421,0.9130742983699808,TMEM98,transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529],protein_coding
ENSG00000006062,372.44740050273936,0.18057801842870005,0.08599888002332777,0.029825798326141087,0.07524013323646735,MAP3K14,mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853],protein_coding
ENSG00000006118,156.45234598937944,-0.10396233569582378,0.1378670754525569,0.41694487413851183,0.56806785486281,TMEM132A,transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092],protein_coding
ENSG00000006125,1015.4788637650441,0.19568961468838306,0.06918271525964748,0.0036732233071852948,0.013334288958049797,AP2B1,adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563],protein_coding
ENSG00000006194,106.29295445367654,0.3092826583365561,0.15396090557905617,0.0243591807845425,0.06387622573272282,ZNF263,zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056],protein_coding
ENSG00000006282,182.44217815795602,-0.30804040915010467,0.1344725138166673,0.012452919921692665,0.036592512278317654,SPATA20,spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125],protein_coding
ENSG00000006327,1802.8249504689195,0.4300472530607067,0.06575236827262183,2.0592685383231526e-11,4.872609190589232e-10,TNFRSF12A,TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152],protein_coding
ENSG00000006432,63.935314817921814,0.3017405843868921,0.2121694134870479,0.0795701856982746,0.164925689824477,MAP3K9,mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861],protein_coding
ENSG00000006451,768.7754318918269,0.20079843633164818,0.06510063256555326,0.001634769245679194,0.0067521955744041205,RALA,RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839],protein_coding
ENSG00000006453,61.678715383780116,0.013024279286581961,0.17819395819238298,0.9409498734360814,0.9632552882108532,BAIAP2L1,BAR/IMD domain containing adaptor protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649],protein_coding
ENSG00000006459,23.46527209417158,0.3744373753900543,0.3552252725011865,0.08201942631357755,0.16879902379886164,KDM7A,lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224],protein_coding
ENSG00000006468,354.1425050182041,0.2941538742968863,0.10805986487232334,0.00396460955691589,0.014185648359924643,ETV1,ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490],protein_coding
ENSG00000006530,41.88191761310932,0.07993993111947155,0.21222879787481425,0.636919413271326,0.7547627714775674,AGK,acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869],protein_coding
ENSG00000006534,75.4307531611445,0.023655338319755387,0.2155895667678436,0.8902054459791604,0.9342747484814156,ALDH3B1,aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410],protein_coding
ENSG00000006576,59.12916385545143,0.33426558647845306,0.21342247630175373,0.05453250131397639,0.12214272161817546,PHTF2,putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411],protein_coding
ENSG00000006607,132.53540141915994,-0.08648056831017237,0.12631418501290773,0.46178821717333846,0.6100170917793912,FARP2,"FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]",protein_coding
ENSG00000006611,24.313067644661043,-0.061858174503104824,0.2700394744398446,0.7061510503729488,0.8079029897814143,USH1C,USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597],protein_coding
ENSG00000006625,876.1597541405569,-0.15229873673559868,0.06220639918075766,0.01284893715071397,0.03757057935577481,GGCT,gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705],protein_coding
ENSG00000006634,80.04074945619938,-0.00427105688332108,0.16707091779671987,0.9745361660431455,0.9845483239888623,DBF4,DBF4 zinc finger [Source:HGNC Symbol;Acc:HGNC:17364],protein_coding
ENSG00000006638,15.258407819630081,-0.3402370966954809,0.39058993516391427,0.09911198646951425,0.19658637910468302,TBXA2R,thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608],protein_coding
ENSG00000006652,68.87381389713906,0.050303269813757996,0.17872020132936062,0.7412821847358916,0.8340938504832006,IFRD1,interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456],protein_coding
ENSG00000006695,98.78217083728657,0.17062352630843128,0.14695137652410695,0.1920083071014237,0.32279530813864105,COX10,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:HGNC Symbol;Acc:HGNC:2260],protein_coding
ENSG00000006704,79.20930693456988,0.1418937782192271,0.19240996769943527,0.3691772489945965,0.5215032174343404,GTF2IRD1,GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661],protein_coding
ENSG00000006712,322.3844293037725,0.05111200515384901,0.0922550960508724,0.5753987360334332,0.7064263896601118,PAF1,"PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]",protein_coding
ENSG00000006715,224.3168906832813,0.47390911438686495,0.13655117576403428,1.741816558858555e-4,9.900812194901909e-4,VPS41,VPS41 subunit of HOPS complex [Source:HGNC Symbol;Acc:HGNC:12713],protein_coding
ENSG00000006740,19.611764566733545,-0.267557183959905,0.3193085724838479,0.1671255638720775,0.2911126202430956,ARHGAP44,Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096],protein_coding
ENSG00000006744,210.99903967877648,0.07454192583693686,0.1109032442682866,0.4765207541873042,0.6234027263088258,ELAC2,elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198],protein_coding
ENSG00000006756,31.80089310276807,-0.6713295425077501,0.48637138243223876,0.0181766849852856,0.05037956429410339,ARSD,arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717],protein_coding
ENSG00000006757,56.59568325428102,-0.5612096040446061,0.22705171080499675,0.0030503413995821987,0.01143004502105758,PNPLA4,patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887],protein_coding
ENSG00000006831,322.3981196977254,0.2563993766417296,0.0921286054171324,0.0037144140180345123,0.01345973620215497,ADIPOR2,adiponectin receptor 2 [Source:HGNC Symbol;Acc:HGNC:24041],protein_coding
ENSG00000006837,21.256366766652054,0.5837678642790161,0.5703964172042134,0.03100797755570379,0.07765347106533667,CDKL3,cyclin dependent kinase like 3 [Source:HGNC Symbol;Acc:HGNC:15483],protein_coding
ENSG00000007038,121.25915039715768,0.05771600234082907,0.15559163812739968,0.6819486415664497,0.7905118687895991,PRSS21,serine protease 21 [Source:HGNC Symbol;Acc:HGNC:9485],protein_coding
ENSG00000007047,270.1976017231904,-0.16130935359302137,0.11188632313834224,0.12240658183853373,0.23032644857020618,MARK4,microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538],protein_coding
ENSG00000007080,411.4320127259164,0.24095638296126232,0.09318979751262758,0.006665869156380702,0.02183848220111204,CCDC124,coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171],protein_coding
ENSG00000007168,472.8944005041246,-0.03982020746369051,0.08433136590658039,0.6258867245171607,0.7469653219907924,PAFAH1B1,platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574],protein_coding
ENSG00000007202,385.95164449828354,-0.029171085330038257,0.10299073836339004,0.7651765730336494,0.8498714419951874,KIAA0100,KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960],protein_coding
ENSG00000007255,19.546942762861505,-0.16145656468054564,0.3173344799741965,0.3346074314035735,0.4874026761567137,TRAPPC6A,trafficking protein particle complex 6A [Source:HGNC Symbol;Acc:HGNC:23069],protein_coding
ENSG00000007341,67.96900277592134,0.01738934777981651,0.19687477279677282,0.9186790656027246,0.9509338765627771,ST7L,suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441],protein_coding
ENSG00000007372,280.22721069292294,0.5502706415863534,0.10307560280880922,2.5629023345737393e-8,3.5891496448676504e-7,PAX6,paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620],protein_coding
ENSG00000007376,122.30633690784401,0.0549792748497744,0.1385639234093878,0.6660535486270089,0.7777360952868474,RPUSD1,RNA pseudouridine synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173],protein_coding
ENSG00000007384,125.60053242254791,0.30924571554657665,0.17231014297559835,0.03675421656809377,0.08917651099453125,RHBDF1,rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561],protein_coding
ENSG00000007392,291.61736079713955,0.5240345067488651,0.09645686964934636,2.1015953778654518e-8,2.993662335749927e-7,LUC7L,LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723],protein_coding
ENSG00000007520,462.4690131348464,-0.004448971725885813,0.08209756465837938,0.9788187316629666,0.987802182925337,TSR3,TSR3 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175],protein_coding
ENSG00000007541,76.89040088096932,-0.9051208974941056,0.20559295225484567,1.2874907529538877e-6,1.2676310385554268e-5,PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135],protein_coding
ENSG00000007545,80.73378614977256,0.4889188439964364,0.19431497296437442,0.0035004153017055813,0.012851552812238366,CRAMP1,cramped chromatin regulator homolog 1 [Source:HGNC Symbol;Acc:HGNC:14122],protein_coding
ENSG00000007866,91.56076629019566,-0.1915638173780681,0.1841978090308762,0.2170959423568642,0.35332094598750846,TEAD3,TEA domain transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11716],protein_coding
