sample,condition,gene_name,proximal_use
shCtrl-K562-R1,DMAi_part_mit,GNA12,0.569016444525907
shCtrl-K562-R1,DMAi_part_mit,GNS,0.583352841484436
shCtrl-K562-R1,DMAi_part_mit,GOLGA1,0.777175683149403
shCtrl-K562-R1,DMAi_part_mit,GOLGA3,0.547690328522088
shCtrl-K562-R1,DMAi_part_mit,GOLIM4,0.95077875896867
shCtrl-K562-R1,DMAi_part_mit,GOLM1,0.160751987341295
shCtrl-K562-R1,DMAi_part_mit,GOLT1B,0.685920281081331
shCtrl-K562-R1,DMAi_part_mit,GPATCH11,0.557066687168578
shCtrl-K562-R1,DMAi_part_mit,GRB10,0.490159516151241
shCtrl-K562-R1,DMAi_part_mit,GSK3B,0.442740167503704
shCtrl-K562-R1,DMAi_part_mit,GSR,0.592013289501251
shCtrl-K562-R1,DMAi_part_mit,GUF1,0.50185878758787
shCtrl-K562-R1,DMAi_part_mit,GXYLT1,0.506320754385746
shCtrl-K562-R1,DMAi_part_mit,HCCS,0.829512721130749
shCtrl-K562-R1,DMAi_part_mit,HERC2,0.862802697212721
shCtrl-K562-R1,DMAi_part_mit,HIPK1,0.639249997267234
shCtrl-K562-R1,DMAi_part_mit,HSDL2,0.679333204266016
shCtrl-K562-R1,DMAi_part_mit,HSPBAP1,0.989836266210587
shCtrl-K562-R1,DMAi_part_mit,IDH3A,0.32112348014019
shCtrl-K562-R1,DMAi_part_mit,IMMP2L,0.886752540898638
shCtrl-K562-R1,DMAi_part_mit,IMP4,0.443669598178024
shCtrl-K562-R1,DMAi_part_mit,IPO8,0.464882903052777
shCtrl-K562-R1,DMAi_part_mit,IRAK4,0.49637374765844
shCtrl-K562-R1,DMAi_part_mit,ISCA1,0.27226540604382
shCtrl-K562-R1,DMAi_part_mit,ITSN1,0.631734969838138
shCtrl-K562-R1,DMAi_part_mit,IVNS1ABP,0.740933129803708
shCtrl-K562-R1,DMAi_part_mit,JKAMP,0.491807658538339
shCtrl-K562-R1,DMAi_part_mit,KBTBD2,0.538085380991599
shCtrl-K562-R1,DMAi_part_mit,KIF11,0.569824662164806
shCtrl-K562-R1,DMAi_part_mit,KIF3A,0.777451318143458
shCtrl-K562-R1,DMAi_part_mit,KIFAP3,0.509937213350487
shCtrl-K562-R1,DMAi_part_mit,KIFBP,0.338746585646859
shCtrl-K562-R1,DMAi_part_mit,KLHL42,0.797308737995404
shCtrl-K562-R1,DMAi_part_mit,KLHL5,0.767644291451955
shCtrl-K562-R1,DMAi_part_mit,KMT2D,0.52204160714256
shCtrl-K562-R1,DMAi_part_mit,LARP4B,0.538008121359232
shCtrl-K562-R1,DMAi_part_mit,LZIC,0.744220950253133
shCtrl-K562-R1,DMAi_part_mit,MAML2,0.896977175167253
shCtrl-K562-R1,DMAi_part_mit,MAP1LC3B,0.124804684796694
shCtrl-K562-R1,DMAi_part_mit,MAPK9,0.591366471204775
shCtrl-K562-R1,DMAi_part_mit,MARCHF6,0.777667009469313
shCtrl-K562-R1,DMAi_part_mit,METTL2B,0.688954535932724
shCtrl-K562-R1,DMAi_part_mit,MFF,0.704897309285065
shCtrl-K562-R1,DMAi_part_mit,MFN1,0.83240243024014
shCtrl-K562-R1,DMAi_part_mit,MIA2,0.835649503309892
shCtrl-K562-R1,DMAi_part_mit,MIS12,0.535186969025751
shCtrl-K562-R1,DMAi_part_mit,MOB4,0.553153386853092
shCtrl-K562-R1,DMAi_part_mit,MOCOS,0.842177614476353
shCtrl-K562-R1,DMAi_part_mit,MPZL1,0.259308694390459
shCtrl-K562-R1,DMAi_part_mit,MRPL50,0.941175706733414
shCtrl-K562-R1,DMAi_part_mit,MTFR1L,0.258754622604591
shCtrl-K562-R1,DMAi_part_mit,MTMR12,0.575867893585233
shCtrl-K562-R1,DMAi_part_mit,NACC2,0.557737365233634
shCtrl-K562-R1,DMAi_part_mit,NADK2,0.659013021078138
shCtrl-K562-R1,DMAi_part_mit,NCKAP1,0.522810143023695
shCtrl-K562-R1,DMAi_part_mit,NDUFA5,0.157042262345449
shCtrl-K562-R1,DMAi_part_mit,NDUFAF7,0.642013163128967
shCtrl-K562-R1,DMAi_part_mit,NDUFB5,0.376690805471971
shCtrl-K562-R1,DMAi_part_mit,NETO2,0.86970479408074
shCtrl-K562-R1,DMAi_part_mit,NIPSNAP3A,0.818278846666741
shCtrl-K562-R1,DMAi_part_mit,NOL3,0.449491864630735
shCtrl-K562-R1,DMAi_part_mit,NPLOC4,0.372751305921145
shCtrl-K562-R1,DMAi_part_mit,NR1D2,0.448326478112097
shCtrl-K562-R1,DMAi_part_mit,NR2C2,0.391743913740022
shCtrl-K562-R1,DMAi_part_mit,NSMAF,0.55698664338757
shCtrl-K562-R1,DMAi_part_mit,NT5DC1,0.817770347001738
shCtrl-K562-R1,DMAi_part_mit,NTAQ1,0.721146917558728
shCtrl-K562-R1,DMAi_part_mit,OSBPL3,0.635991552112163
shCtrl-K562-R1,DMAi_part_mit,OSBPL9,0.277236527413026
shCtrl-K562-R1,DMAi_part_mit,OXCT1,0.62661172601975
shCtrl-K562-R1,DMAi_part_mit,PAK2,0.739409755742424
shCtrl-K562-R1,DMAi_part_mit,PARPBP,0.630534947310082
shCtrl-K562-R1,DMAi_part_mit,PBX2,0.630446784530029
shCtrl-K562-R1,DMAi_part_mit,PCNP,0.523942355903379
shCtrl-K562-R1,DMAi_part_mit,PDCD6IP,0.813510663955225
shCtrl-K562-R1,DMAi_part_mit,PDLIM5,0.478168914063202
shCtrl-K562-R1,DMAi_part_mit,PEX19,0.727062123284224
shCtrl-K562-R1,DMAi_part_mit,PEX3,0.951981299710556
shCtrl-K562-R1,DMAi_part_mit,PGM2,0.826293714002357
shCtrl-K562-R1,DMAi_part_mit,PHC3,0.622100118267765
shCtrl-K562-R1,DMAi_part_mit,PIKFYVE,0.617398616398684
shCtrl-K562-R1,DMAi_part_mit,PISD,0.350133343592466
shCtrl-K562-R1,DMAi_part_mit,PLAGL2,0.517238420420436
shCtrl-K562-R1,DMAi_part_mit,PLEKHB2,0.309227407024634
shCtrl-K562-R1,DMAi_part_mit,PNPT1,0.888670256887142
shCtrl-K562-R1,DMAi_part_mit,POLR2D,0.891992537447236
shCtrl-K562-R1,DMAi_part_mit,POLR2K,0.763550508883937
shCtrl-K562-R1,DMAi_part_mit,POP1,0.871333265929514
shCtrl-K562-R1,DMAi_part_mit,PPP2CB,0.644208278468545
shCtrl-K562-R1,DMAi_part_mit,PPP4R2,0.754842546122234
shCtrl-K562-R1,DMAi_part_mit,PPP4R3B,0.536999007919269
shCtrl-K562-R1,DMAi_part_mit,PRELID3B,0.630666352989169
shCtrl-K562-R1,DMAi_part_mit,PRKCA,0.661980579430453
shCtrl-K562-R1,DMAi_part_mit,PRKCI,0.493702380798559
shCtrl-K562-R1,DMAi_part_mit,PRKD3,0.548644189117744
shCtrl-K562-R1,DMAi_part_mit,PRKRIP1,0.803492359104465
shCtrl-K562-R1,DMAi_part_mit,PROS1,0.416798672261771
shCtrl-K562-R1,DMAi_part_mit,PSEN1,0.39998761895041
shCtrl-K562-R1,DMAi_part_mit,PSMB2,0.852919213270105
shCtrl-K562-R1,DMAi_part_mit,PWWP3A,0.708174323462921
shCtrl-K562-R1,DMAi_part_mit,RAB27A,0.317351495776617
shCtrl-K562-R1,DMAi_part_mit,RANBP3,0.51671590620727
shCtrl-K562-R1,DMAi_part_mit,RBFOX2,0.303416261457692
shCtrl-K562-R1,DMAi_part_mit,RBL2,0.635922180887374
shCtrl-K562-R1,DMAi_part_mit,RBM27,0.770839978033687
shCtrl-K562-R1,DMAi_part_mit,RBSN,0.549171270357357
shCtrl-K562-R1,DMAi_part_mit,RCL1,0.760519395362633
shCtrl-K562-R1,DMAi_part_mit,RECQL,0.71563588162149
shCtrl-K562-R1,DMAi_part_mit,RIOK2,0.898800488333419
shCtrl-K562-R1,DMAi_part_mit,RIPK2,0.760241687796973
shCtrl-K562-R1,DMAi_part_mit,RLF,0.878256212424446
shCtrl-K562-R1,DMAi_part_mit,RLIG1,0.635748587578016
shCtrl-K562-R1,DMAi_part_mit,RNF44,0.74614695531091
shCtrl-K562-R1,DMAi_part_mit,RREB1,0.408939219631728
shCtrl-K562-R1,DMAi_part_mit,RSU1,0.756155999651531
shCtrl-K562-R1,DMAi_part_mit,RUNDC1,0.525203803821069
shCtrl-K562-R1,DMAi_part_mit,SAR1A,0.537601287598644
shCtrl-K562-R1,DMAi_part_mit,SDHAF4,0.790104110019843
shCtrl-K562-R1,DMAi_part_mit,SEC24A,0.685923310301472
shCtrl-K562-R1,DMAi_part_mit,SEC63,0.586176118389998
shCtrl-K562-R1,DMAi_part_mit,SECISBP2,0.567168961433978
shCtrl-K562-R1,DMAi_part_mit,SETD3,0.571313923078702
shCtrl-K562-R1,DMAi_part_mit,SGTB,0.713642060018945
shCtrl-K562-R1,DMAi_part_mit,SH3GLB1,0.737646842842516
shCtrl-K562-R1,DMAi_part_mit,SIAH2,0.439774411809119
shCtrl-K562-R1,DMAi_part_mit,SKIL,0.620743131981526
shCtrl-K562-R1,DMAi_part_mit,SLC20A2,0.743078251382457
shCtrl-K562-R1,DMAi_part_mit,SLC23A2,0.544417413744725
shCtrl-K562-R1,DMAi_part_mit,SLC31A1,0.58543637046354
shCtrl-K562-R1,DMAi_part_mit,SLC35D1,0.514634108551153
shCtrl-K562-R1,DMAi_part_mit,SLC4A7,0.941631336438574
shCtrl-K562-R1,DMAi_part_mit,SMAP2,0.379710084236595
shCtrl-K562-R1,DMAi_part_mit,SMIM14,0.914479683937815
shCtrl-K562-R1,DMAi_part_mit,SMIM15,0.641340274314494
shCtrl-K562-R1,DMAi_part_mit,SNX1,0.83510577316283
shCtrl-K562-R1,DMAi_part_mit,SNX10,0.19862920335934
