_MEMBER_Control_sites,_MEMBER_PRMT_reg,_MEMBER_Regulatable_sites,_LogP_Control_sites,_LogP_PRMT_reg,_LogP_Regulatable_sites,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,0,0,-6.602188902604845,0.0,0.0,R-HSA-927802,M100,1,0,Reactome Gene Sets,6,Nonsense-Mediated Decay (NMD),,-6.602188902604845,3.1572883619969945,6.1414592220183435,5157,53,678,22,3.2448377581120944,0.6804852551669403,1981|5520|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|9939|23521|25873|26986,EIF4G1|PPP2R2A|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RBM8A|RPL13A|RPL36|PABPC1,-3.4018466028043277,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-6.602188902604845,0.0,0.0,R-HSA-975957,M100,1,0,Reactome Gene Sets,6,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),,-6.602188902604845,3.1572883619969945,6.1414592220183435,5157,53,678,22,3.2448377581120944,0.6804852551669403,1981|5520|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|9939|23521|25873|26986,EIF4G1|PPP2R2A|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RBM8A|RPL13A|RPL36|PABPC1,-3.4018466028043277,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-6.537715855595747,0.0,0.0,R-HSA-168273,M100,1,0,Reactome Gene Sets,6,Influenza Viral RNA Transcription and Replication,,-6.537715855595747,2.825158027812895,5.981352454655988,5157,70,678,26,3.8348082595870205,0.7375066337093836,142|2962|3320|3843|5432|5441|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|9972|23521|23636|25873,PARP1|GTF2F1|HSP90AA1|IPO5|POLR2C|POLR2L|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|NUP153|RPL13A|NUP62|RPL36,-3.3673367791726725,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-6.262642367451952,0.0,0.0,R-HSA-975956,M100,1,0,Reactome Gene Sets,6,Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC),,-6.262642367451952,3.2366785916023346,5.992704040266309,5157,47,678,20,2.949852507374631,0.649805531292877,1981|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|23521|25873|26986,EIF4G1|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RPL13A|RPL36|PABPC1,-3.1266983518638223,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-6.242719765964304,0.0,0.0,GO:0043043,M100,1,0,GO Biological Processes,19,peptide biosynthetic process,19_GO:0008152 metabolic process,-6.242719765964304,2.0146137287730213,5.467663878889305,5157,185,678,49,7.227138643067847,0.9944405427816272,1654|1819|1939|1974|1981|2686|2730|3646|5610|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|6238|7453|8565|8661|8667|8669|9045|9147|9349|9521|9652|10399|10767|10985|23367|23521|25873|27161|51373|57505|83939|84545|118487|122704|123263|388524,DDX3X|DRG2|EIF2D|EIF4A2|EIF4G1|GGT7|GCLM|EIF3E|EIF2AK2|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RRBP1|WARS1|YARS1|EIF3A|EIF3H|EIF3J|RPL14|NEMF|RPL23|EEF1E1|SKIC3|RACK1|HBS1L|GCN1|LARP1|RPL13A|RPL36|AGO2|MRPS17|AARS2|EIF2A|MRPL43|CHCHD1|MRPL52|MTFMT|RPSA2,-3.1266983518638223,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-6.128654214865118,0.0,0.0,R-HSA-156842,M100,1,0,Reactome Gene Sets,6,Eukaryotic Translation Elongation,,-6.128654214865118,3.4227876106194692,5.9843695074175765,5157,40,678,18,2.6548672566371683,0.6173958124677656,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RPL13A|RPL36,-3.1044031741202818,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-6.128654214865118,0.0,0.0,R-HSA-156902,M100,1,0,Reactome Gene Sets,6,Peptide chain elongation,,-6.128654214865118,3.4227876106194692,5.9843695074175765,5157,40,678,18,2.6548672566371683,0.6173958124677656,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RPL13A|RPL36,-3.1044031741202818,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-6.128654214865118,0.0,0.0,R-HSA-192823,M100,1,0,Reactome Gene Sets,6,Viral mRNA Translation,,-6.128654214865118,3.4227876106194692,5.9843695074175765,5157,40,678,18,2.6548672566371683,0.6173958124677656,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RPL13A|RPL36,-3.1044031741202818,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-6.128654214865118,0.0,0.0,WP477,M100,1,0,WikiPathways,27,Cytoplasmic ribosomal proteins,,-6.128654214865118,3.4227876106194692,5.9843695074175765,5157,40,678,18,2.6548672566371683,0.6173958124677656,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RPL13A|RPL36,-3.1044031741202818,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-5.933593965050299,0.0,0.0,R-HSA-2408557,M100,1,0,Reactome Gene Sets,6,Selenocysteine synthesis,,-5.933593965050299,3.3393049859702137,5.850517422413653,5157,41,678,18,2.6548672566371683,0.6173958124677656,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RPL13A|RPL36,-2.9295463103937505,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-5.8181267669545,0.0,0.0,R-HSA-71291,M100,1,0,Reactome Gene Sets,6,Metabolism of amino acids and derivatives,,-5.8181267669545,2.2262033239801426,5.354750119978684,5157,123,678,36,5.3097345132743365,0.8611409139258999,262|1738|1892|2593|2752|4552|4947|5683|5690|5693|5713|5714|5715|5717|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|9521|10197|10955|23521|25873|55256,AMD1|DLD|ECHS1|GAMT|GLUL|MTRR|OAZ2|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|EEF1E1|PSME3|SERINC3|RPL13A|RPL36|ADI1,-2.833384267493338,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-5.742482228406675,0.0,0.0,GO:0006412,M100,1,0,GO Biological Processes,19,translation,19_GO:0008152 metabolic process,-5.742482228406675,1.9750892289639665,5.1954626950065546,5157,181,678,47,6.932153392330384,0.9754815682207472,1654|1819|1939|1974|1981|3646|5610|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|6238|7453|8565|8661|8667|8669|9045|9147|9349|9521|9652|10399|10767|10985|23367|23521|25873|27161|51373|57505|83939|84545|118487|122704|123263|388524,DDX3X|DRG2|EIF2D|EIF4A2|EIF4G1|EIF3E|EIF2AK2|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RRBP1|WARS1|YARS1|EIF3A|EIF3H|EIF3J|RPL14|NEMF|RPL23|EEF1E1|SKIC3|RACK1|HBS1L|GCN1|LARP1|RPL13A|RPL36|AGO2|MRPS17|AARS2|EIF2A|MRPL43|CHCHD1|MRPL52|MTFMT|RPSA2,-2.7905569523468365,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-5.739087279153554,0.0,0.0,R-HSA-9633012,M100,1,0,Reactome Gene Sets,6,Response of EIF2AK4 (GCN2) to amino acid deficiency,,-5.739087279153554,3.141689111196614,5.6762716851378885,5157,46,678,19,2.8023598820059,0.633833175631756,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|10985|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|GCN1|RPL13A|RPL36,-2.7905569523468365,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-5.691094068380119,0.0,0.0,R-HSA-376176,M100,1,0,Reactome Gene Sets,6,Signaling by ROBO receptors,,-5.691094068380119,2.4019562179785745,5.365571091322731,5157,95,678,30,4.424778761061947,0.7897753769584906,1981|5683|5690|5693|5713|5714|5715|5717|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|8453|9045|9349|9939|10197|23521|25873|26986,EIF4G1|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|CUL2|RPL14|RPL23|RBM8A|PSME3|RPL13A|RPL36|PABPC1,-2.7595970808721817,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-5.394411897318895,0.0,0.0,R-HSA-72764,M100,1,0,Reactome Gene Sets,6,Eukaryotic Translation Termination,,-5.394411897318895,3.111625100563154,5.472503244015102,5157,44,678,18,2.6548672566371683,0.6173958124677656,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|RPL13A|RPL36,-2.4793053259991265,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-5.347895481312382,0.0,0.0,GO:0043604,M100,1,0,GO Biological Processes,19,amide biosynthetic process,19_GO:0008152 metabolic process,-5.347895481312382,1.810998735777497,4.906363642607467,5157,231,678,55,8.112094395280236,1.0485299190887767,1654|1738|1819|1939|1974|1981|2686|2730|3646|4594|5610|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|6238|7357|7453|8565|8661|8667|8669|9045|9147|9218|9349|9521|9652|10399|10767|10985|23367|23521|25873|27161|51373|57505|60481|83939|84545|94101|118487|122704|123263|388524,DDX3X|DLD|DRG2|EIF2D|EIF4A2|EIF4G1|GGT7|GCLM|EIF3E|MMUT|EIF2AK2|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RRBP1|UGCG|WARS1|YARS1|EIF3A|EIF3H|EIF3J|RPL14|NEMF|VAPA|RPL23|EEF1E1|SKIC3|RACK1|HBS1L|GCN1|LARP1|RPL13A|RPL36|AGO2|MRPS17|AARS2|ELOVL5|EIF2A|MRPL43|ORMDL1|CHCHD1|MRPL52|MTFMT|RPSA2,-2.448583177175846,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-5.201207969221439,0.0,0.0,CORUM:308,M100,1,0,CORUM,33,"60S ribosomal subunit, cytoplasmic",,-5.201207969221439,3.8030973451327434,5.574483274848638,5157,26,678,13,1.9174041297935103,0.5266692445827678,6146|6155|6156|6158|6159|6161|6165|6167|6168|9045|9349|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPL14|RPL23|RPL13A|RPL36,-2.3222259171255923,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-5.191574997884685,0.0,0.0,R-HSA-72312,M100,1,0,Reactome Gene Sets,6,rRNA processing,,-5.191574997884685,2.3218910107126223,5.059145287137223,5157,95,678,29,4.277286135693215,0.7770998167518534,1453|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9188|9349|9692|10436|10885|22984|23521|25873|51077|54913|55720|57647|65083,CSNK1D|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|DDX21|RPL23|PRORP|EMG1|WDR3|PDCD11|RPL13A|RPL36|FCF1|RPP25|TSR1|DHX37|NOL6,-2.3222259171255923,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-5.107522435279223,0.0,0.0,GO:0006518,M100,1,0,GO Biological Processes,19,peptide metabolic process,19_GO:0008152 metabolic process,-5.107522435279223,1.8143216692376392,4.779533339581311,5157,218,678,52,7.669616519174041,1.0219844730117067,1654|1819|1889|1939|1974|1981|2686|2730|3646|4311|5610|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|6238|7453|8565|8661|8667|8669|9045|9147|9349|9521|9652|10399|10767|10985|23367|23521|25873|27161|51373|57505|64924|83939|84545|118487|122704|123263|388524,DDX3X|DRG2|ECE1|EIF2D|EIF4A2|EIF4G1|GGT7|GCLM|EIF3E|MME|EIF2AK2|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RRBP1|WARS1|YARS1|EIF3A|EIF3H|EIF3J|RPL14|NEMF|RPL23|EEF1E1|SKIC3|RACK1|HBS1L|GCN1|LARP1|RPL13A|RPL36|AGO2|MRPS17|AARS2|SLC30A5|EIF2A|MRPL43|CHCHD1|MRPL52|MTFMT|RPSA2,-2.2776841882034127,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-5.105640583804281,0.0,0.0,R-HSA-6791226,M100,1,0,Reactome Gene Sets,6,Major pathway of rRNA processing in the nucleolus and cytosol,,-5.105640583804281,2.3403675970047653,5.018718003693807,5157,91,678,28,4.129793510324483,0.7641720572163578,1453|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9188|9349|10436|10885|22984|23521|25873|51077|54913|55720|57647|65083,CSNK1D|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|DDX21|RPL23|EMG1|WDR3|PDCD11|RPL13A|RPL36|FCF1|RPP25|TSR1|DHX37|NOL6,-2.2776841882034127,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-5.105640583804281,0.0,0.0,R-HSA-8868773,M100,1,0,Reactome Gene Sets,6,rRNA processing in the nucleus and cytosol,,-5.105640583804281,2.3403675970047653,5.018718003693807,5157,91,678,28,4.129793510324483,0.7641720572163578,1453|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9188|9349|10436|10885|22984|23521|25873|51077|54913|55720|57647|65083,CSNK1D|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|DDX21|RPL23|EMG1|WDR3|PDCD11|RPL13A|RPL36|FCF1|RPP25|TSR1|DHX37|NOL6,-2.2776841882034127,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-5.083742297353727,0.0,0.0,R-HSA-422475,M100,1,0,Reactome Gene Sets,6,Axon guidance,,-5.083742297353727,1.8627415567997112,4.790765462464481,5157,196,678,48,7.079646017699115,0.9850229576963034,60|1213|1291|1739|1785|1969|1981|3320|3845|4627|4893|5683|5690|5693|5713|5714|5715|5717|5781|5786|5921|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|6386|6464|6477|7430|8453|9045|9349|9939|10197|23521|25873|26986|84790,ACTB|CLTC|COL6A1|DLG1|DNM2|EPHA2|EIF4G1|HSP90AA1|KRAS|MYH9|NRAS|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PTPN11|PTPRA|RASA1|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|SDCBP|SHC1|SIAH1|EZR|CUL2|RPL14|RPL23|RBM8A|PSME3|RPL13A|RPL36|PABPC1|TUBA1C,-2.2687508789172273,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-4.952279694838043,0.0,0.0,R-HSA-2408522,M100,1,0,Reactome Gene Sets,6,Selenoamino acid metabolism,,-4.952279694838043,2.833680374804789,5.119753950541566,5157,51,678,19,2.8023598820059,0.633833175631756,6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|9045|9349|9521|23521|25873,RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|RPL14|RPL23|EEF1E1|RPL13A|RPL36,-2.149877403709563,0,1,0,0,-9.900744899022044,4.056637168141593,
1,0,0,-4.8069409885887575,0.0,0.0,R-HSA-9675108,M100,1,0,Reactome Gene Sets,6,Nervous system development,,-4.8069409885887575,1.809240484577713,4.611535099871145,5157,206,678,49,7.227138643067847,0.9944405427816272,60|1213|1291|1739|1785|1969|1981|3320|3845|4627|4893|5683|5690|5693|5713|5714|5715|5717|5781|5786|5921|6146|6155|6156|6158|6159|6161|6165|6167|6168|6188|6191|6223|6228|6235|6386|6464|6477|6721|7430|8453|9045|9349|9939|10197|23521|25873|26986|84790,ACTB|CLTC|COL6A1|DLG1|DNM2|EPHA2|EIF4G1|HSP90AA1|KRAS|MYH9|NRAS|PSMA2|PSMB2|PSMB5|PSMD7|PSMD8|PSMD9|PSMD11|PTPN11|PTPRA|RASA1|RPL22|RPL27|RPL30|RPL28|RPL29|RPL32|RPL35A|RPL37|RPL37A|RPS3|RPS4X|RPS19|RPS23|RPS29|SDCBP|SHC1|SIAH1|SREBF2|EZR|CUL2|RPL14|RPL23|RBM8A|PSME3|RPL13A|RPL36|PABPC1|TUBA1C,-2.028672377176997,0,1,0,0,-9.900744899022044,4.056637168141593,
